length, mark, action, count, code, tree
  0.164,181,buy,987,[K6]7XM5#8,Cherry
  2.163,164,buy,504,[P3]4AE9#8,Ebony
  0.854,154,sell,84,[K3]9DG3#0,Beech
  9.756,186,buy,943,[Y2]3AX1#9,Chestnut
  0.621,140,buy,760,[S2]2PQ3#1,Beech
  1.570,129,buy,943,[S2]5J3#4,Birch
  2.148,123,buy,821,[Y6]1AM1#2,Oak
  9.252,196,sell,830,[V7]8WO0#2,Elm
  1.901,65,buy,801,[T6]3BQ3#9,Oak
  1.309,120,buy,800,[B1]8TG7#0,Acer
  8.073,12,buy,856,[M3]7WQ8#4,Beech
  0.796,199,buy,805,[B5]2TQ9#7,Balsa
  0.865,108,buy,1001,[T0]6KE4#6,Hazel
  1.932,144,buy,778,[H6]2BX1#4,Acacia
  1.134,15,buy,934,[X6]7UL7#0,Beech
  0.334,17,buy,916,[B6]3JR3#1,Chestnut
  1.965,176,buy,815,[N7]1IZ7#4,Bean
  0.554,87,buy,894,[Q!]4GO8#8,Walnut
  1.769,189,buy,965,[O6]55X1#7,Rowan
  0.899,174,buy,886,[Q0K]6FT0#3,Bean
  1.853,166,buy,799,[K4]6CC9#0,Bean
  2.079,91,sell,857,U3]6SP7#0,Acacia
  1.572,136,buy,424,[C8]9HJ3#0,Walnut
  1.327,121,buy,65,[A7P3QT8#4,Oak
  2.339,77,buy,923,[O9]7OA6#4,Hazel
  0.757,138,buy,158,[E6]2TE1#1,Rowan
  1.794,75,buy,731,[Z3]7PH6#0,Larch
  3.620,189,buy,885,[W4]7WA1#9,Acacia
  6.722,179,buy,870,[N1]7RS2#4,Fir
  2.085,198,buy,786,[O7]5UF4#3,Poplar
  9.440,177,buy,924,[L5]9XD6#5,Olive
  1.082,147,buy,818,[J3]3GP6#2,Birch
  7.697,165,buy,977,[R4]7IY8#8,Elm
  4.672,196,sell,497,[T5]7RD8#9,Ebony
  5.784,159,buy,533,[K3]!1RR5#3,Hornbeam
  2.073,124,buy,902,[N2]5JH1#0,Lemon
  8.280,119,buy,747,[G2]0RL8#0,Cherry
  2.377,6,buy,426,[K1]3XG4#8,Lemon
  0.361,7,buy,809,[N9]4FX4#9,Bohdi
  2.112,128,sell,533,[a8]6TU5#5,Walnut
  0.897,48,buy,853,[C6]0VI5#1,Pear
  1.567,129,buy,444,[L4]6ZR1#1,Apple
  1.891,140,sell,815,[F5]8GR7#9,Lemon
  0.736,37,buy,862,[H8]9MM1#8,Balsa
  1.713,197,buy,775,[N5]6AQ1#1,Pear
  0.820,74,sell,528,[C0]1L4#3,Lemon
  0.980,38,buy,795,[I3]7BW6#0,Beech
  1.536,138,buy,757,[O6]2TX6#0,Pear
  1.730,51,buy,888,[U8]1AD4#4,Hazel
  1.415,35,buy,251,[C8]0KP0#9,Fir
  0.498,191,buy,302,[V6]3OK4#5,Holly
  1.454,195,buy,863,[K4]7UT2#1,Pear
  1.200,45,buy,948,[N1]8LS2#6,Bean
  1.237,165,buy,966,[K8]PL5#2,Fir
  1.963,137,buy,847,[D6]9JT0#3,Ebony
  3.019,63,buy,758,[F8]6LI5#1,Yew
  1.749,79,buy,788,[B1]5FW9#3,Bean
  2.092,23,buy,974,[S3]5CI2#8,Holly
  1.386,167,sell,791,[C030QQ9#2,Chestnut
  0.817,53,buy,923,[Y9]5LB4#3,Holly
  0.830,45,buy,934,[E1]6DN8#5,Bean
  1.054,131,buy,955,[S2a]5UZ4#7,Birch
  1.755,169,buy,984,[G3]7CFg#0,Beech
  8.724,169,buy,496,[C9]6AJ1#6,Hazel
  0.604,133,buy,358,[A6]2O5#6,Lemon
  7.757,40,buy,901,[L4]6AX1#8,Larch
  1.121,9,sell,986,[E9]0FM2#5,Birch
  5.628,101,buy,1002,[R#]9LE2#9,Birch
  1.521,145,sell,774,[D3]8WA1#8,Olive
  0.642,58,buy,455,[F6]5EJ1#8,Hazel
  8.060,100,buy,19,[M0]4QW9#6,Bohdi
  0.455,192,buy,861,R[R1]3XU2#0,Fir
  0.623,156,buy,877,[N2]5mG3#1,Acacia
  1.045,144,buy,918,[S8]1RC5#0,Beech
  1.722,127,buy,836,[D6]2NW3#3,Birch
  1.064,135,buy,778,[W1]5UW1#7,Acacia
  0.519,168,buy,793,[C9]4PJ9#0,Oak
  2.040,40,sell,774,[Y0]6EW6#4,Birch
  5.002,166,buy,897,[C9]3FC6#9,Balsa
  1.544,169,sell,791,[W3]4XJ2#2,Pear
  1.203,61,buy,884,[V2]1SP3#9,Rowan
  7.622,35,buy,660,[K8]5UL2#3,Linden
  7.220,166,buy,160,[R3]6NI7#6,Plane
  5.778,114,sell,866,[A2]6TG7#8,Elm
  1.796,118,buy,830,[V8]2ZP5#7,Balsa
  1.810,58,buy,71,[I9]6LM4#2,Chestnut
  0.542,31,buy,888,[S4]4KS8#5,Hazel
  7.232,122,buy,693,[FR]7MU0#9,Hornbeam
  1.615,131,buy,743,[N4]2OK2#1,Pear
  0.790,198,buy,752,[Z3]3NI5#4,Acer
  1.080,163,buy,662,[Y8]5QW7#2,Fir
  0.943,166,sell,878,[G8]3NS5#0,Elm
  0.681,35,buy,492,[I0]1YD5#8,Elm
  2.011,72,buy,809,[G1]3LK0#8,Bohdi
  0.842,127,buy,33,[X3]9ER7#0,Birch
  0.786,83,buy,887,[M9]5DC5#3,Acacia
  6.392,165,buy,86,[R5]5GH7#3,Acer
  0.507,188,buy,917,[K3]2MG6#4,Walnut
  0.533,42,buy,950,[D0]5LA0#0,Rowan
  0.767,146,buy,786,[R3]6RE7#2,Hornbeam
  0.318,145,buy,810,[C7]1YC9#4,Walnut
  1.253,113,buy,124,[S9]2DY9#7,Balsa
  1.497,133,buy,166,[V0]!SW3#5,Walnut
  0.695,195,buy,979,[A0]4OX4#6,Elm
  0.977,134,buy,459,[Z1]4EE3#3,Elm
  6.576,191,buy,116,[V6]0WL7#0,Lemon
  2.153,82,buy,965,[V1]NT8#4,Rowan
  0.934,172,buy,983,[A5]2XI9#8,Spruce
  1.986,15,buy,872,[Q9]77J2#7,Ebony
  7.574,49,buy,754,[P4]2QK4#8,Lime
  7.658,99,buy,335,[V3]7IS7#4,Beech
  1.554,161,buy,778,[O5]5ZC8#4,Lemon
  2.762,187,buy,849,[Q8]6PA3#0,Cherry
  5.458,58,buy,814,[Q3]8ER1#9,Larch
  0.605,25,buy,727,[X8]2LL3#9,Oak
  1.613,123,buy,41,[C9]9XL[#2,Ebony
  1.591,146,buy,341,[Z6]8IM5#4,Rowan
  1.186,179,sell,917,[7]0TU8#3,Spruce
  0.529,18,sell,888,[X4]6HG3#6,Rowan
  2.194,193,buy,1005,[D4]7XO2#7,Rowan
  1.126,156,buy,588,[M7]5PR1#0,Elm
  1.340,131,buy,799,[A1]9XA1#8,Bean
  0.124,63,buy,370,[H2]4PC18,Walnut
  1.008,85,buy,712,[O7]3GG3#9,Larch
  2.544,134,buy,546,[G1]5WV9#4,Hazel
  1.122,150,buy,1005,[Y5]9NZ5#7,Lemon
  1.452,77,buy,746,[Q2]0KC9#3,Walnut
  0.288,129,buy,129,[Y4]6JT3#0,Spruce
  1.751,131,buy,46,[I6]8XA8#2,Acacia
  2.480,17,buy,944,[I7]3AU9#1,Rowan
  1.646,117,buy,911,*[W6]3BE4#9,Walnut
  1.180,197,buy,920,[V6]9BS1#9,Rowan
  1.678,147,buy,897,[Y2]9FN9#3,Birch
  0.413,47,buy,942,[X6]9XM1#6,Bohdi
  1.309,163,buy,983,[L8]5RT9#4,Cherry
  1.895,183,buy,304,[41]2PT3#2,Bean
  1.490,23,sell,45,[W2]5PN8#1,Rowan
  1.851,107,buy,835,[T2]7B4Y2#3,Pear
  2.085,192,buy,915,[A4]5YT5#5,Spruce
  5.097,16,buy,859,[A4]1YG4#4,Hornbeam
  2.312,4,sell,719,[J6]4SP1#9,Linden
  1.317,197,buy,537,[MZ]6VL6#8,Yew
  0.639,96,buy,800,[V1]9LT6#8,Yew
  0.875,132,buy,979,[Uw]6OI5#5,Hornbeam
  1.759,146,sell,376,cJ9]8LT8#3,Birch
  1.485,148,buy,878,[T1]8UI5#7,Bohdi
  1.397,139,buy,895,[S797WN6#6,Hazel
  7.739,155,buy,929,[L6]1MG3#9,Ebony
  1.250,191,buy,883,[N0]8CW5#7,Bean
  0.905,88,buy,912,[N5]3IN3#3,Spruce
  0.718,132,buy,85,[B6]3MG0#2,Larch
  0.726,54,sell,755,[I6]0BU3#7,Acacia
  1.509,101,buy,991,[C7]8ZT9#6,Linden
  0.111,149,buy,952,[C4]7KZ6#8,Bean
  1.665,65,buy,864,2D9]5EZ3#1,Ebony
  7.523,112,buy,780,[P7]9JA0#7,Rowan
  1.097,146,buy,961,[A1]6JI4#9,Bohdi
  1.329,195,buy,995,d[C3]1NT9#9,Acacia
  0.492,26,buy,950,[I8]9RA3#5,Lime
  3.807,161,buy,773,[B3]7II4#5,Yew
  1.425,135,sell,921,[N5]7ES6#1,Rowan
  5.706,150,buy,901,[F9]9PJ5#5,Lime
  7.660,99,buy,913,[W3]9YH9#1,Pear
  2.159,134,buy,942,[D7]9UAw4#4,Larch
  0.227,1,sell,768,[X3]8OT1#4,Birch
  0.145,158,buy,730,[F6]4JH0#0,Walnut
  0.645,175,buy,759,[U8]7YZ#3,Pear
  4.863,76,sell,246,[P6]4EG4#3,Ash
  3.904,169,buy,821,[T4]0FB3#4,Ebony
  2.151,118,buy,761,[I6]4BN3#1,Birch
  1.506,190,buy,348,[O6]6AH6#0,Rowan
  1.595,159,buy,361,[H4]5FS9#6,Acacia
  1.555,149,buy,747,[C5]LEU9#0,Birch
  0.144,182,buy,825,[H7]1ZY2#6,Larch
  8.797,118,buy,112,[M4]9CF#4,Acer
  3.526,136,buy,401,[S0]1DC8#0,Bean
  0.618,46,sell,65,[T17FV7#4,Pear
  1.350,128,buy,846,[M3]6RH4#0,Hornbeam
  2.995,199,buy,975,[D3]6FI5#6,Larch
  0.467,32,buy,912,[A6]1OV5#5,Larch
  2.120,145,buy,858,[X4]4ML873,Hornbeam
  0.472,40,buy,93,[M8]0HP6#9,Beech
  1.815,197,buy,976,[N5]8XA2#9,Pear
  0.593,178,buy,992,[A8]7GB0#0,Spruce
  0.209,127,buy,825,[Y7]5XP4#4,Beech
  0.644,57,buy,775,[U3]1HN7#7,Hazel
  1.513,65,sell,798,[D4]8CF9#7,Hornbeam
  0.980,164,buy,445,[D4]3DG2#8,Olive
  0.489,28,sell,857,[M1]2TH5#4,Birch
  0.832,21,buy,776,[I9]3NR1#6,Acacia
  1.096,176,buy,322,[Y9]1CV1#2,Hazel
  1.184,187,buy,548,[J6]2NV3#4,Elm
  8.271,108,buy,969,[Y6]8CQ5#5,Spruce
  2.158,42,buy,926,[G7]7FI7#5,Lemon
  6.199,57,sell,742,[W5]5TD2#7,Pear
  1.361,74,buy,723,[O7]7XD9#3,Lemon
  1.833,103,buy,65,[P9]0FY7#8,Cherry
  7.615,77,buy,780,[D3W8EO4#5,Holly
  7.820,187,buy,902,[D4]5HH4#8,Yew
  9.805,109,buy,821,[H3]7VO0#3,Larch
  0.936,193,buy,258,[U9]8O20#8,Bohdi
  0.606,147,buy,607,[H5]9FP4#2,Hazel
  0.380,58,buy,456,[K4]6ZI9#9,Birch
  0.370,37,sell,620,[B5]2VA9#3,Walnut
  0.527,3,buy,594,[D6]7DQ8#2,Lemon
  2.007,137,sell,820,[C7]1HG1#9,Lemon
  2.172,52,sell,778,[D1]1DO1#9,Birch
  1.485,119,buy,253,[K2]8VT6#9,Bean
  9.385,9,buy,824,[Z0]7BB5#4,Hazel
  1.168,22,buy,868,[L2]9TR1#8,Acer
  2.207,159,buy,902,[Y6]8OH1#8,Bean
  1.248,55,buy,949,[U8]7FU2#6,Oak
  5.427,123,sell,331,[M1]9JZ9d#1,Lime
  0.370,47,buy,974,[B5]8NP4#9,Hazel
  5.102,116,sell,1004,[T6]9AP6#8,Walnut
  0.243,147,buy,345,[C8]9PP2#2,Birch
  5.488,198,buy,764,[T4]4WF3s3,Fir
  5.378,133,sell,825,[Y6]4PY5#5,Bohdi
  0.809,132,buy,714,[H8]2DY5#5,Ebony
  0.993,2,buy,302,[A6]3OY8#9,Cherry
  0.155,52,buy,896,[K4]8RQ6#9,Larch
  0.777,7,buy,958,[H0]5LJ1#2,Spruce
  9.160,145,buy,934,[V2]7EX5#1,Fir
  1.708,173,buy,812,[Y8]6SH8#6,Larch
  1.889,127,buy,755,[M1]1UM5#2,Chestnut
  0.524,16,buy,868,[V5]2BM6#8,Walnut
  2.119,40,buy,788,[R5]5WH9#2,Balsa
  1.566,38,buy,653,[M2]7XF7#6,Bean
  1.900,181,buy,283,[T5]3PV6#8,Fir
  0.719,158,buy,941,[N7]96KP7#3,Lemon
  1.481,146,buy,606,[U4]9BG2#3,Acacia
  0.299,121,buy,804,[Q7v4DN5#5,Walnut
  1.624,165,buy,366,[N6]6UI5#0,Elm
  1.837,169,sell,73,[P7]2IY7#2,Beech
  0.371,148,sell,756,[I2]4O04#8,Elm
  1.263,103,buy,773,[C3]2%Y6#5,Cherry
  1.863,136,buy,882,[I3]2JV8#8,Spruce
  9.319,186,buy,827,[A1]2IQ568,Bean
  1.696,69,buy,938,[Y2]5CU6#3,Beech
  4.342,120,buy,809,[G0]2QU7#4,Fir
  0.321,122,buy,805,5F1]8NX1#2,Chestnut
  0.213,70,buy,871,[G2]9XK1#8,Walnut
  0.385,47,buy,697,[K5]4TB6#2,Elm
  1.464,22,buy,245,[O8]0BO4#1,Larch
  0.359,73,sell,312,[T2]0OF7#4,Ebony
  0.998,36,buy,886,[J7]2GF2##9,Cherry
  2.045,158,buy,928,[U1]0QM6#8,Ebony
  1.750,119,buy,784,[Kt]1MU9#2,Birch
  1.091,20,buy,220,[C5]8SM7#9,Hornbeam
  0.330,159,buy,129,[Q4]8LK9#8,Ebony
  0.124,154,buy,805,[S7]4BO7#5,Pear
  1.671,148,buy,945,[D0]6IW4#4,Acacia
  1.440,178,buy,954,[X0]9KB8#2,Rowan
  0.770,65,buy,647,[N3]0BY5#7,Pear
  0.336,183,buy,1002,[I3]2WI5#7,Pear
  0.734,139,sell,900,[R3]3ZEV#8,Ebony
  1.953,123,buy,795,[I6]0GF0#1,Birch
  0.947,90,buy,530,[I3]3MD5#8,Lemon
  9.724,80,buy,68,[G5]0OX2#0,Walnut
  0.697,135,buy,238,[O9]9H9#5,Pear
  3.610,140,sell,874,[T9]9HJ4#4,Linden
  0.550,188,sell,829,[S3]3RJ3#9,Acacia
  1.222,172,buy,824,[R4]6IO2#3,Cherry
  1.868,157,buy,868,[E2]1KD9#6,Lemon
  1.934,33,buy,819,[L3]5PG5#9,Ebony
  0.603,176,buy,869,[R5]0CR9#3,Acer
  9.391,194,buy,894,[L4]6KB4#0,Lime
  1.494,8,buy,955,[D7]7FV3#0,Bohdi
  0.903,19,buy,879,[T7]1YJ1#4,Bohdi
  0.180,153,buy,787,[V1]8EC0#7,Beech
  2.136,161,buy,812,[F9]3MI0#2,Pear
  0.769,192,buy,959,[T7]6ZHT#0,Fir
  1.345,95,buy,839,[P6]1TZ6#0,Elm
  1.782,133,buy,936,[T7]3CO1#9,Acacia
  2.637,158,buy,585,[P2]5JI4#9,Walnut
  1.570,134,sell,862,[X2]0BM9#4,Cherry
  2.019,71,sell,134,[E3]7WP1#4,Yew
  1.667,179,buy,812,[G4]2EU2#8,Ebony
  5.543,122,sell,850,[B3]8CW6#2,Larch
  1.470,160,buy,112,[P3]2IT5#4,Ebony
  1.453,190,buy,301,NO8]4AA8#4,Bean
  1.803,8,sell,898,[N6]3HG5#0,Olive
  1.903,25,buy,670,[D9]9XJ1#5,Hazel
  1.207,44,sell,867,[M5]1AN3#6,Oak
  1.781,4,buy,1001,[J0]6SX0#0,Ash
  0.448,197,buy,764,[V1]1VJ9#8,Beech
  0.878,195,buy,961,[R6]8UV3#9,Spruce
  0.914,119,buy,725,[K2]4JG2#5,Yew
  0.753,14,buy,940,[!X5]0CX9#3,Spruce
  1.353,126,buy,742,[S8]6XF9#8,Birch
  7.323,131,buy,743,[98]0LB2#5,Balsa
  0.873,16,buy,286,[X7]9KW9#6,Elm
  1.324,112,buy,950,[J8]5VQ7#1,Holly
  7.490,152,buy,450,[L1]7ZC0#9,Larch
  2.158,82,buy,911,rP9]9KO9#6,Balsa
  1.329,74,buy,859,[B6]2QD2#8,Hornbeam
  9.008,63,buy,670,[I5]1MD4#2,Lemon
  3.406,122,buy,589,[G7]7CF5#5,Cherry
  1.576,121,buy,808,[N3]5SU6#0,Birch
  1.168,51,buy,150,[X9]6WG7#8,Elm
  0.955,165,buy,903,[[6]9XG1#1,Hornbeam
  1.588,184,buy,851,[K3]8IG0#7,Pear
  2.129,160,buy,895,[B3]5BO5#8,Spruce
  1.905,180,buy,925,[C6]1ML8#1,Balsa
  1.764,134,buy,759,[C7]9NR0#7,Lemon
  5.120,165,buy,804,[V9]7SH0#6,Ash
  1.859,68,buy,762,[Q~7]1AX2#4,Beech
  0.134,189,sell,953,[T2]0BV5#0,Plane
  1.782,4,buy,763,[J5]3XQ8#6,Pear
  0.809,53,buy,760,[S0]9NK7#4,Lime
  0.115,186,buy,893,[F1]8TH7#6,Chestnut
  1.187,172,sell,436,[P6]7JD7#9,Elm
  0.977,123,buy,788,[V3]5TG5#4,Beech
  3.832,64,buy,900,[I2]5YM0#2,Pear
  1.248,157,buy,766,[J8]7AV0#4,Hazel
  1.862,120,sell,607,[W3]8WZ5#2,Apple
  0.330,166,buy,781,[E7]4ZC6#2,Hazel
  8.116,34,buy,995,[T7]3SX2#6,Lemon
  0.929,37,buy,275,[M7]6RT3#0,Cherry
  5.421,181,buy,903,[M8]0JI5#3,Hazel
  6.827,173,buy,761,[U4]5NZ6#1,Birch
  0.233,195,buy,756,[H2]5SE3#9,Bohdi
  0.348,71,buy,759,[B9]6IM1#8,Yew
  1.902,175,buy,965,[F4]2MZ4#4,Fir
  0.997,86,sell,763,[Q9]6CD4#5,Elm
  0.213,178,buy,831,[G3]2CK5#9,Rowan
  1.686,132,buy,935,cU6]5KU3#0,Bean
  1.797,177,buy,199,[R4r5PD9#9,Larch
  2.040,149,buy,815,5[O1]4ZP4#4,Elm
  6.337,148,buy,962,[M3]7FZ7#8,Pear
  7.747,47,buy,829,9[R1]0BA2#3,Lemon
  0.530,10,buy,994,[B9]2ZU0#3,Larch
  1.019,183,buy,876,[F1]6XF8#9,Bean
  2.159,55,buy,788,[X7]2DC2#2,Larch
  0.630,94,buy,819,[X4]2NQ4#2,Bean
  1.998,143,buy,927,[N8]4XQ2#5,Hazel
  0.246,141,sell,461,D[Q7]7DO1#9,Pear
  0.462,68,buy,326,[F0]2LB4#7,Apple
  1.707,76,buy,957,[F6]5UZ0#6,Acacia
  1.056,124,sell,758,[Z2]9SB8#7,Bean
  6.111,52,buy,830,[B1]6BO9#6,Acacia
  0.423,51,buy,384,[F29]3YP5#6,Acacia
  7.774,21,buy,953,[M0]0RA0#1,Larch
  1.868,124,buy,884,[D6]5IY4#4,Ebony
  0.479,84,buy,829,[B6g0ER7#4,Fir
  0.194,147,buy,957,[D9]3KN2#1,Acacia
  0.331,150,buy,798,[D8]7AR7#4,Lemon
  8.588,30,buy,613,[G2]3ST7#1,Ebony
  1.176,136,buy,832,[A1]5CM8#5,Balsa
  1.904,65,buy,190,[H7]6WU1#0,Rowan
  0.106,158,buy,143,[O2]5ZZ8#0,Pear
  0.613,151,buy,805,[78]1NP3#4,Fir
  1.999,123,sell,767,[U7y8TS6#4,Spruce
  1.638,194,buy,983,[H6]3UE0#9,Elm
  6.370,78,buy,899,[H5]1BV5#1,Fir
  1.161,54,sell,438,[H8]1AI16#3,Larch
  0.311,186,buy,799,[P8]0EB8#0,Walnut
  1.904,100,buy,946,[G3]1OY7#0,Birch
  0.688,179,buy,798,[G0]6YV0#5,Olive
  0.590,110,sell,315,[Z1]7RY1#5,Hornbeam
  0.214,87,buy,942,[I7]4KU3#7,Lemon
  7.307,141,buy,953,[G6]9DL8#9,Rowan
  0.642,82,buy,898,[V6]8MJ8#5,Lemon
  0.402,20,buy,843,[Z1]2KL2#7,Hornbeam
  2.057,155,buy,891,[J1]9YG2#2,Bean
  0.769,165,buy,753,[B0]5PD3#0,Bean
  1.231,92,buy,822,[ZT5]8ZD0#2,Cherry
  1.150,146,buy,192,[A1]8KS8#6,Elm
  2.094,186,buy,877,[U5]9YF8#1,Spruce
  1.141,188,buy,764,[E1]4LS0#9,Ash
  1.033,150,buy,860,[F4]6UK5#4,Hazel
  0.271,190,sell,942,[K1]5ZB6#3,Lemon
  0.935,91,buy,950,[T8]1OP8#1,Oak
  0.759,184,buy,433,[A6]3GT9#4,Birch
  1.489,52,sell,754,[M0]0LJ1#0,Fir
  0.243,96,buy,800,[N6]0DK9#3,Beech
  1.944,61,buy,353,[U1]4PY3#2,Pear
  7.722,127,buy,781,[V8]7TU1#6,Yew
  7.850,84,buy,457,[Q4]3DN8#5,Ash
  1.009,133,sell,856,[R7]1XV9#9,Balsa
  0.849,23,sell,882,[Q2]6UR5#9,Chestnut
  0.827,195,buy,102,[Y7]1U)6#3,Spruce
  0.719,22,buy,928,[T6g1JR3#2,Beech
  1.473,14,buy,486,[T0]7OC9#1,Acacia
  1.687,197,buy,832,[S6]5CA0#3,Bean
  8.625,12,buy,570,[W3]6GX1#6,Larch
  0.362,146,buy,958,Z6]4QZ8#0,Pear
  1.618,19,buy,602,[G3]4NN5#2,Larch
  2.213,123,buy,875,[A7]0WS7#8,Lemon
  3.633,21,buy,901,[P86DH5#1,Ebony
  1.847,169,sell,917,[N9]2LX5#4,Pear
  0.849,112,buy,687,[M7]7QS3#9,Acacia
  1.233,161,buy,939,[D5]8GU9#8,Cherry
  0.392,147,sell,842,[Y4]4TD2#2,Ebony
  1.722,178,buy,876,[C9]1bUW0#8,Acacia
  3.985,183,buy,852,[J3]8LB7#1,Fir
  2.022,50,sell,861,[J8]4EN3#1,Oak
  0.313,192,buy,828,[H5]3WW6c3,Elm
  6.848,129,buy,827,[F9]9NA4#3,Lemon
  9.269,99,buy,319,[H9]3JK8#4,Pear
  0.715,74,buy,887,[X0]9ZB0#2,Ash
  1.958,155,buy,921,[N8]1UV5h6,Ash
  1.072,127,buy,747,[O2]2XL8#6,Larch
  1.429,62,buy,497,[G7]8SX7#0,Balsa
  1.066,32,buy,547,[B0]ZY2#3,Birch
  1.507,115,buy,956,[E2]6EK1#3,Hazel
  1.370,130,sell,42,[M0]2PT0#5,Hazel
  0.375,6,buy,993,[B4w2TX0#6,Lemon
  4.475,146,buy,867,[Z1]5QI3#2,Lime
  1.265,122,buy,940,[U7]6MO1#0,Larch
  1.497,8,buy,917,[L6]5Q7J9#2,Pear
  2.061,184,sell,850,[A4]5CP5#2,Hazel
  8.839,167,buy,812,[M2]0KY4#7,Magnolia
  1.173,6,buy,574,[S2]5RE2#9,Apple
  1.165,22,buy,961,[S4]9JYR2#9,Yew
  1.758,113,buy,967,[H5]5DQ8#1,Ebony
  5.004,143,buy,335,[W1]2GO#7,Fir
  0.502,151,buy,544,[W6]6XM3#5,Birch
  1.511,136,buy,407,mL6]5UD6#4,Acacia
  1.519,30,buy,297,[F1]8QQ7#2,Lime
  1.436,116,buy,954,[K2]7]O7#4,Acacia
  1.162,159,buy,638,[V2]8IV5#0,Larch
  0.530,28,buy,880,[L5]7SN3#7,Elm
  8.267,170,buy,968,[C7]3GF8#7,Larch
  0.720,193,sell,793,[F7]3OS7#6,Linden
  1.535,157,buy,44,[S3]7SV5#8,Elm
  0.924,60,buy,955,[I9]6QC7#5,Hornbeam
  1.405,167,buy,912,[Y5]0LH0#8,Spruce
  4.959,25,buy,814,[L4]6NY9#6,Fir
  1.498,23,buy,278,[O7]0NU1#1,Yew
  1.233,14,buy,762,[E2]9DC6#9,Bean
  0.740,118,sell,45,[W1]2SO5#4,Hazel
  0.813,127,sell,783,[M6]1WU4#4,Bohdi
  0.478,34,buy,999,[O6]2WV0#1,Bohdi
  1.915,131,buy,972,[R4]6CW7#0,Hornbeam
  1.937,163,buy,166,[T3]9VE0#5,Bean
  0.786,198,buy,996,[P0]4X6#7,Beech
  0.888,79,buy,920,[T3]5ZB7#7,Balsa
  1.237,182,buy,237,[B5]0CI0#6,Ash
  2.026,15,buy,935,[R3]7XZ1#1,Hornbeam
  1.430,55,buy,831,[M4]1TL8#2,Olive
  0.580,93,buy,884,[D7]1HB1#6,Ash
  1.175,66,buy,992,[X4]9GO4#0,Birch
  0.872,161,buy,718,[W3]7MG3#3,Beech
  1.534,148,buy,456,[M1]4FY8#3,Walnut
  1.556,62,buy,989,[B4g6KN8#0,Ebony
  1.247,188,buy,29,[G9]1OQ5#2,Ebony
  1.453,129,buy,943,[W1]4AE6#2,Spruce
  2.158,168,buy,891,[Vr]5AP0#6,Cherry
  5.750,190,buy,939,[L0]2UC5#3,Pear
  0.224,91,buy,209,[J8]2UV6#9,Spruce
  6.478,74,buy,504,[Z8]4EX6#2,Ebony
  0.478,195,sell,888,[G5]5BK6#2,Larch
  0.579,187,sell,982,[P9]2IA9#1,Pear
  9.951,145,buy,910,[E3]4AR8#9,Lemon
  8.161,128,buy,855,[I6]0XI1#5,Birch
  2.492,160,buy,1004,J2]9BL9#7,Elm
  2.144,105,buy,759,[Y1]9DH8#2,Walnut
  1.268,59,buy,958,[H7]0CU3#1,Lemon
  4.485,120,sell,901,[V9]7HZ5#0,Ebony
  7.009,167,buy,271,[XI]2IP6#2,Ebony
  1.393,24,sell,877,[G4]1NH9#9,Yew
  1.292,138,buy,962,[S3]0FWU#8,Elm
  1.043,128,buy,768,[Z4]4LV1#6,Lime
  6.387,166,sell,104,[Q5]2JY0#4,Birch
  2.060,181,buy,824,[Z0]4ER9#6,Hornbeam
  0.708,118,buy,731,[X1]5VF7#0,Elm
  2.286,75,buy,946,[X8]8AF9#3,Yew
  8.129,150,buy,503,[C7]2HV5#3,Acacia
  6.383,77,sell,861,[B4]8UG4#6,Spruce
  1.662,147,buy,747,[Q6]7NQ3#0,Lemon
  1.073,117,buy,248,[Q5]2XK6#2,Pear
  1.620,44,buy,922,[B5]6HQ0#4,Ebony
  1.787,155,sell,973,[Z3]1UX0#8,Lemon
  2.570,155,buy,835,[B2]1CD9#9,Rowan
  6.126,132,buy,804,[O69BN6#4,Magnolia
  1.560,42,buy,931,[Y4]9PM3#1,Pear
  0.315,132,buy,474,[C4]9FD9#2,Bohdi
 10.016,115,buy,284,[Y2]3RM7#9,Ash
  1.580,182,sell,923,u[V1]1IG5#7,Apple
  1.566,163,buy,947,[D2]3KD9#8,Beech
  0.363,139,buy,13,[C0]7TU7#1,Rowan
  1.738,47,buy,841,[O1]2YP8#0,Birch
  1.594,56,buy,763,[P8]3Ps8#6,Walnut
  1.246,37,buy,937,[E9]8FH1#9,Larch
  1.133,138,buy,709,[H7]7KW4#3,Hazel
  1.521,133,sell,753,[K]4KE6#5,Linden
  0.783,79,buy,869,[H5]8ZD1#6,Elm
  0.914,113,buy,605,[N6]4PT7#2,Bohdi
  1.511,130,buy,842,[G3]0XE3#8,Ash
  1.986,43,buy,980,[S6]6XI7#8,Apple
  1.688,139,buy,898,[T3]8ZG1#4,Balsa
  1.737,41,buy,599,[A0]2FM9#9,Hazel
  0.479,198,buy,870,[P6]0IM7#2,Pear
  6.053,129,sell,756,[G8]0BL8#6,Lemon
  5.839,143,sell,766,[T8]4TX6#3,Acer
  1.854,112,buy,894,[A4]4TL2#6,Holly
  0.210,42,buy,134,[B6]4JY3#2,Fir
  1.383,193,buy,85,[K7]8GQ1#3,Cherry
  4.710,41,buy,899,[Y7]7ZH6#5,Pear
  2.125,172,buy,891,6V9]9RZ4#8,Larch
  0.970,140,buy,895,[X6]7UM1#4,Beech
